SystemCodeNumber,Capacity,Occupancy,LastUpdated,Normalized
BHMBCCPST01,317,85.66666667,12/8/2016 10:30,0.24567441
BHMBCCPST01,317,115.6666667,12/8/2016 11:00,0.33170825
BHMBCCPST01,317,125.3333333,12/8/2016 11:30,0.359430265
BHMBCCPST01,317,143,12/8/2016 12:00,0.410094637
BHMBCCPST01,317,145,12/8/2016 12:30,0.415830227
BHMBCCPST01,317,144,12/8/2016 13:00,0.412962432
BHMBCCPST01,317,143.5,12/8/2016 13:30,0.411528535
BHMBCCPST01,317,147.5,12/8/2016 14:00,0.422999713
BHMBCCPST01,317,149.5,12/8/2016 14:30,0.428735303
BHMBCCPST01,317,140,12/8/2016 15:00,0.401491254
BHMBCCPST01,317,132.5,12/8/2016 15:30,0.379982794
BHMBCCPST01,317,129.3333333,12/8/2016 16:00,0.370901444
BHMBCCPST01,317,126.6666667,12/8/2016 16:30,0.363253991
BHMBCCPST01,317,76.5,12/9/2016 8:00,0.219386292
BHMBCCPST01,317,44,12/9/2016 8:30,0.126182966
BHMBCCPST01,317,51.5,12/9/2016 9:00,0.147691426
BHMBCCPST01,317,62.5,12/9/2016 9:30,0.179237167
BHMBCCPST01,317,82.5,12/9/2016 10:00,0.23659306
BHMBCCPST01,317,103,12/9/2016 10:30,0.295382851
BHMBCCPST01,317,119,12/9/2016 11:00,0.341267566
BHMBCCPST01,317,124,12/9/2016 11:30,0.355606539
BHMBCCPST01,317,129.5,12/9/2016 12:00,0.371379409
BHMBCCPST01,317,140,12/9/2016 12:30,0.401491253
BHMBCCPST01,317,143,12/9/2016 13:00,0.410094637
BHMBCCPST01,317,150.6666667,12/9/2016 13:30,0.432081063
BHMBCCPST01,317,148.3333333,12/9/2016 14:00,0.425389542
BHMBCCPST01,317,136.5,12/9/2016 14:30,0.391453972
BHMBCCPST01,317,129.5,12/9/2016 15:00,0.37137941
BHMBCCPST01,317,124.6666667,12/9/2016 15:30,0.357518402
BHMBCCPST01,317,122.3333333,12/9/2016 16:00,0.350826881
BHMBCCPST01,317,64.5,12/9/2016 16:30,0.184972756
BHMBCCPST01,317,28.5,12/10/2016 8:00,0.081732148
BHMBCCPST01,317,42.33333333,12/10/2016 8:30,0.121403308
BHMBCCPST01,317,48.66666667,12/10/2016 9:00,0.139566007
BHMBCCPST01,317,93,12/10/2016 9:30,0.266704904
BHMBCCPST01,317,115,12/10/2016 10:00,0.329796387
BHMBCCPST01,317,139.6666667,12/10/2016 10:30,0.400535322
BHMBCCPST01,317,149.3333333,12/10/2016 11:00,0.428257337
BHMBCCPST01,317,207,12/10/2016 11:30,0.593633496
BHMBCCPST01,317,213,12/10/2016 12:00,0.610840264
BHMBCCPST01,317,253,12/10/2016 12:30,0.72555205
BHMBCCPST01,317,265,12/10/2016 13:00,0.759965587
BHMBCCPST01,317,277.5,12/10/2016 13:30,0.79581302
BHMBCCPST01,317,287,12/10/2016 14:00,0.823057069
BHMBCCPST01,317,296.3333333,12/10/2016 14:30,0.849823152
BHMBCCPST01,317,297.6666667,12/10/2016 15:00,0.853646879
BHMBCCPST01,317,288.5,12/10/2016 15:30,0.827358761
BHMBCCPST01,317,278.5,12/10/2016 16:00,0.798680815
BHMBCCPST01,317,188.6666667,12/10/2016 16:30,0.54105726
BHMBCCPST01,317,105.3333333,12/11/2016 8:00,0.302074372
BHMBCCPST01,317,32.5,12/11/2016 8:30,0.093203326
BHMBCCPST01,317,41,12/11/2016 9:00,0.117579581
BHMBCCPST01,317,48,12/11/2016 9:30,0.137654144
BHMBCCPST01,317,64.5,12/11/2016 10:00,0.184972756
BHMBCCPST01,317,100.5,12/11/2016 10:30,0.288213364
BHMBCCPST01,317,136.5,12/11/2016 11:00,0.391453972
BHMBCCPST01,317,170.5,12/11/2016 11:30,0.488958991
BHMBCCPST01,317,206,12/11/2016 12:00,0.590765701
BHMBCCPST01,317,220,12/11/2016 12:30,0.630914827
BHMBCCPST01,317,249,12/11/2016 13:00,0.714080872
BHMBCCPST01,317,278,12/11/2016 13:30,0.797246917
BHMBCCPST01,317,281.6666667,12/11/2016 14:00,0.807762164
BHMBCCPST01,317,285.3333333,12/11/2016 14:30,0.818277411
BHMBCCPST01,317,278.5,12/11/2016 15:00,0.798680815
BHMBCCPST01,317,253.5,12/11/2016 15:30,0.726985948
BHMBCCPST01,317,219.5,12/11/2016 16:00,0.629480929
BHMBCCPST01,317,143,12/11/2016 16:30,0.410094638
BHMBCCPST01,317,84,12/12/2016 8:00,0.240894752
BHMBCCPST01,317,40.66666667,12/12/2016 8:30,0.11662365
BHMBCCPST01,317,45.33333333,12/12/2016 9:00,0.130006691
BHMBCCPST01,317,61.66666667,12/12/2016 9:30,0.176847338
BHMBCCPST01,317,65.33333333,12/12/2016 10:00,0.187362585
BHMBCCPST01,317,88.33333333,12/12/2016 10:30,0.253321862
BHMBCCPST01,317,94.66666667,12/12/2016 11:00,0.271484562
BHMBCCPST01,317,117,12/12/2016 11:30,0.335531976
BHMBCCPST01,317,126.5,12/12/2016 12:00,0.362776025
BHMBCCPST01,317,142.5,12/12/2016 12:30,0.40866074
BHMBCCPST01,317,150.5,12/12/2016 13:00,0.431603098
BHMBCCPST01,317,149.3333333,12/12/2016 13:30,0.428257337
BHMBCCPST01,317,148.6666667,12/12/2016 14:00,0.426345474
BHMBCCPST01,317,135.5,12/12/2016 14:30,0.388586178
BHMBCCPST01,317,120,12/12/2016 15:00,0.34413536
BHMBCCPST01,317,111.5,12/12/2016 15:30,0.319759105
BHMBCCPST01,317,106.5,12/12/2016 16:00,0.305420132
BHMBCCPST01,317,76,12/12/2016 16:30,0.217952395
BHMBCCPST01,317,49,12/13/2016 8:00,0.140521939
BHMBCCPST01,317,35.33333333,12/13/2016 8:30,0.101328745
BHMBCCPST01,317,40.66666667,12/13/2016 9:00,0.11662365
BHMBCCPST01,317,67.5,12/13/2016 9:30,0.19357614
BHMBCCPST01,317,82,12/13/2016 10:00,0.235159163
BHMBCCPST01,317,98.33333333,12/13/2016 10:30,0.281999809
BHMBCCPST01,317,107.6666667,12/13/2016 11:00,0.308765892
BHMBCCPST01,317,136.6666667,12/13/2016 11:30,0.391931938
BHMBCCPST01,317,139.3333333,12/13/2016 12:00,0.39957939
BHMBCCPST01,317,161,12/13/2016 12:30,0.461714942
BHMBCCPST01,317,165,12/13/2016 13:00,0.47318612
BHMBCCPST01,317,162.5,12/13/2016 14:00,0.466016633
BHMBCCPST01,317,151,12/13/2016 14:30,0.433036995
BHMBCCPST01,317,144,12/13/2016 15:00,0.412962432
BHMBCCPST01,317,135.6666667,12/13/2016 15:30,0.389064143
BHMBCCPST01,317,130.3333333,12/13/2016 16:00,0.373769238
BHMBCCPST01,317,81,12/13/2016 16:30,0.232291368
BHMBCCPST01,317,53,12/14/2016 8:00,0.151993118
BHMBCCPST01,317,29.5,12/14/2016 8:30,0.084599943
BHMBCCPST01,317,39.5,12/14/2016 9:00,0.113277889
BHMBCCPST01,317,64.33333333,12/14/2016 9:30,0.18449479
BHMBCCPST01,317,69.66666667,12/14/2016 10:00,0.199789695
BHMBCCPST01,317,104,12/14/2016 10:30,0.298250646
BHMBCCPST01,317,118.6666667,12/14/2016 11:30,0.340311634
BHMBCCPST01,317,123.3333333,12/14/2016 12:00,0.353694675
BHMBCCPST01,317,132,12/14/2016 12:30,0.378548896
BHMBCCPST01,317,141.5,12/14/2016 13:00,0.405792946
BHMBCCPST01,317,144.6666667,12/14/2016 13:30,0.414874295
BHMBCCPST01,317,141.3333333,12/14/2016 14:00,0.40531498
BHMBCCPST01,317,131,12/14/2016 14:30,0.375681102
BHMBCCPST01,317,127.6666667,12/14/2016 15:00,0.366121786
BHMBCCPST01,317,128.3333333,12/14/2016 15:30,0.368033649
BHMBCCPST01,317,123,12/14/2016 16:00,0.352738744
BHMBCCPST01,317,71.5,12/14/2016 16:30,0.205047319
BHMBCCPST01,317,29.5,12/15/2016 8:00,0.084599943
BHMBCCPST01,317,39.66666667,12/15/2016 8:30,0.113755855
BHMBCCPST01,317,44.33333333,12/15/2016 9:00,0.127138897
BHMBCCPST01,317,56.5,12/15/2016 9:30,0.162030399
BHMBCCPST01,317,86.5,12/15/2016 10:00,0.248064238
BHMBCCPST01,317,104.6666667,12/15/2016 10:30,0.300162508
BHMBCCPST01,317,111.3333333,12/15/2016 11:00,0.31928114
BHMBCCPST01,317,129.5,12/15/2016 11:30,0.37137941
BHMBCCPST01,317,142,12/15/2016 12:00,0.407226843
BHMBCCPST01,317,146.5,12/15/2016 12:30,0.420131919
BHMBCCPST01,317,148.5,12/15/2016 13:00,0.425867508
BHMBCCPST01,317,151.3333333,12/15/2016 13:30,0.433992926
BHMBCCPST01,317,149.6666667,12/15/2016 14:00,0.429213269
BHMBCCPST01,317,143,12/15/2016 14:30,0.410094637
BHMBCCPST01,317,133,12/15/2016 15:00,0.381416691
BHMBCCPST01,317,129,12/15/2016 15:30,0.369945512
BHMBCCPST01,317,127,12/15/2016 16:00,0.364209922
BHMBCCPST01,317,76.5,12/15/2016 16:30,0.219386292
BHMBCCPST01,317,40.5,12/16/2016 8:00,0.116145684
BHMBCCPST01,317,52.33333333,12/16/2016 8:30,0.150081254
BHMBCCPST01,317,57.66666667,12/16/2016 9:00,0.165376159
BHMBCCPST01,317,73,12/16/2016 9:30,0.209349011
BHMBCCPST01,317,91.5,12/16/2016 10:00,0.262403212
BHMBCCPST01,317,113.6666667,12/16/2016 10:30,0.32597266
BHMBCCPST01,317,119.3333333,12/16/2016 11:00,0.342223497
BHMBCCPST01,317,142,12/16/2016 11:30,0.407226843
BHMBCCPST01,317,154.3333333,12/16/2016 12:00,0.44259631
BHMBCCPST01,317,159.6666667,12/16/2016 12:30,0.457891215
BHMBCCPST01,317,169,12/16/2016 13:00,0.484657299
BHMBCCPST01,317,178.5,12/16/2016 13:30,0.511901348
BHMBCCPST01,317,180,12/16/2016 14:00,0.51620304
BHMBCCPST01,317,176.5,12/16/2016 14:30,0.506165759
BHMBCCPST01,317,172.6666667,12/16/2016 15:00,0.495172546
BHMBCCPST01,317,169.3333333,12/16/2016 15:30,0.48561323
BHMBCCPST01,317,160.5,12/16/2016 16:00,0.460281044
BHMBCCPST01,317,95.5,12/16/2016 16:30,0.273874391
BHMBCCPST01,317,48,12/17/2016 8:00,0.137654144
BHMBCCPST01,317,65,12/17/2016 8:30,0.186406654
BHMBCCPST01,317,87,12/17/2016 9:00,0.249498136
BHMBCCPST01,317,109,12/17/2016 9:30,0.312589619
BHMBCCPST01,317,131,12/17/2016 10:00,0.375681101
BHMBCCPST01,317,142,12/17/2016 10:30,0.407226843
BHMBCCPST01,317,163,12/17/2016 11:00,0.46745053
BHMBCCPST01,317,180,12/17/2016 11:30,0.51620304
BHMBCCPST01,317,220,12/17/2016 12:00,0.630914827
BHMBCCPST01,317,246,12/17/2016 12:30,0.705477488
BHMBCCPST01,317,281,12/17/2016 13:00,0.805850301
BHMBCCPST01,317,303.6666667,12/17/2016 13:30,0.870853647
BHMBCCPST01,317,308.3333333,12/17/2016 14:00,0.884236688
BHMBCCPST01,317,311.3333333,12/17/2016 14:30,0.892840073
BHMBCCPST01,317,310.6666667,12/17/2016 15:00,0.890928209
BHMBCCPST01,317,305,12/17/2016 15:30,0.874677373
BHMBCCPST01,317,292,12/17/2016 16:00,0.837396043
BHMBCCPST01,317,195.6666667,12/17/2016 16:30,0.561131823
BHMBCCPST01,317,109.3333333,12/18/2016 8:00,0.31354555
BHMBCCPST01,317,28.5,12/18/2016 8:30,0.081732148
BHMBCCPST01,317,32,12/18/2016 9:00,0.09176943
BHMBCCPST01,317,33,12/18/2016 9:30,0.094637224
BHMBCCPST01,317,48,12/18/2016 10:00,0.137654144
BHMBCCPST01,317,67.66666667,12/18/2016 10:30,0.194054106
BHMBCCPST01,317,78.33333333,12/18/2016 11:00,0.224643915
BHMBCCPST01,317,113.3333333,12/18/2016 11:30,0.325016729
BHMBCCPST01,317,122.6666667,12/18/2016 12:00,0.351782812
BHMBCCPST01,317,142.5,12/18/2016 12:30,0.40866074
BHMBCCPST01,317,185,12/18/2016 13:00,0.530542014
BHMBCCPST01,317,202.6666667,12/18/2016 13:30,0.581206386
BHMBCCPST01,317,207.3333333,12/18/2016 14:00,0.594589427
BHMBCCPST01,317,238.5,12/18/2016 14:30,0.683969028
BHMBCCPST01,317,244.3333333,12/18/2016 15:00,0.70069783
BHMBCCPST01,317,238.6666667,12/18/2016 15:30,0.684446993
BHMBCCPST01,317,222,12/18/2016 16:00,0.636650416
BHMBCCPST01,317,145,12/18/2016 16:30,0.415830226
BHMBCCPST01,317,102,12/19/2016 8:00,0.292515056
BHMBCCPST01,317,69.33333333,12/19/2016 8:30,0.198833763
BHMBCCPST01,317,73.66666667,12/19/2016 9:00,0.211260874
BHMBCCPST01,317,84,12/19/2016 9:30,0.240894752
BHMBCCPST01,317,116,12/19/2016 10:00,0.332664182
BHMBCCPST01,317,138,12/19/2016 10:30,0.395755664
BHMBCCPST01,317,144,12/19/2016 11:00,0.412962432
BHMBCCPST01,317,174.3333333,12/19/2016 11:30,0.499952203
BHMBCCPST01,317,178.6666667,12/19/2016 12:00,0.512379314
BHMBCCPST01,317,193,12/19/2016 12:30,0.553484371
BHMBCCPST01,317,223,12/19/2016 13:00,0.639518211
BHMBCCPST01,317,271,12/19/2016 13:30,0.777172354
BHMBCCPST01,317,276,12/19/2016 14:00,0.791511328
BHMBCCPST01,317,312,12/19/2016 14:30,0.894751936
BHMBCCPST01,317,312,12/19/2016 15:00,0.894751936
BHMBCCPST01,317,294.6666667,12/19/2016 15:30,0.845043495
BHMBCCPST01,317,288.3333333,12/19/2016 16:00,0.826880795
BHMBCCPST01,317,222,12/19/2016 16:30,0.476077176
BHMBCCSNH01,863,215,10/4/2016 8:00,0.226482672
BHMBCCSNH01,863,313,10/4/2016 8:30,0.329716633
BHMBCCSNH01,863,416.3333333,10/4/2016 9:00,0.43856877
BHMBCCSNH01,863,459.6666667,10/4/2016 9:30,0.48421644
BHMBCCSNH01,863,625.5,10/4/2016 10:00,0.658906563
BHMBCCSNH01,863,687.5,10/4/2016 10:30,0.724217845
BHMBCCSNH01,863,718.5,10/4/2016 11:00,0.756873486
BHMBCCSNH01,863,730,10/4/2016 11:30,0.768987676
BHMBCCSNH01,863,734.5,10/4/2016 12:00,0.773728011
BHMBCCSNH01,863,731.3333333,10/4/2016 12:30,0.770392219
BHMBCCSNH01,863,730.6666667,10/4/2016 13:00,0.769689947
BHMBCCSNH01,863,704,10/4/2016 13:30,0.741599073
BHMBCCSNH01,863,692,10/4/2016 14:00,0.728958179
BHMBCCSNH01,863,633.5,10/4/2016 14:30,0.667333825
BHMBCCSNH01,863,600.6666667,10/4/2016 15:00,0.632746937
BHMBCCSNH01,863,584.3333333,10/4/2016 15:30,0.615541276
BHMBCCSNH01,863,543,10/4/2016 16:00,0.572000422
BHMBCCSNH01,863,485,10/4/2016 16:30,0.510902771
BHMBCCSNH01,863,254,10/5/2016 8:00,0.267565575
BHMBCCSNH01,863,361,10/5/2016 8:30,0.380280207
BHMBCCSNH01,863,407,10/5/2016 9:00,0.428736964
BHMBCCSNH01,863,509.5,10/5/2016 9:30,0.536711261
BHMBCCSNH01,863,627.5,10/5/2016 10:00,0.661013378
BHMBCCSNH01,863,715.6666667,10/5/2016 10:30,0.75388883
BHMBCCSNH01,863,713.3333333,10/5/2016 11:00,0.751430879
BHMBCCSNH01,863,709,10/5/2016 11:30,0.746866112
BHMBCCSNH01,863,709,10/5/2016 12:00,0.746866112
BHMBCCSNH01,863,708.5,10/5/2016 12:30,0.746339408
BHMBCCSNH01,863,692.5,10/5/2016 13:00,0.729484884
BHMBCCSNH01,863,679,10/5/2016 13:30,0.715263879
BHMBCCSNH01,863,660.5,10/5/2016 14:00,0.695775835
BHMBCCSNH01,863,627.5,10/5/2016 14:30,0.661013378
BHMBCCSNH01,863,585.6666667,10/5/2016 15:00,0.61694582
BHMBCCSNH01,863,565.3333333,10/5/2016 15:30,0.595526528
BHMBCCSNH01,863,519.5,10/5/2016 16:00,0.547245339
BHMBCCSNH01,863,304,10/5/2016 16:30,0.320235964
BHMBCCSNH01,863,230.5,10/6/2016 8:00,0.242810492
BHMBCCSNH01,863,316.5,10/6/2016 8:30,0.333403561
BHMBCCSNH01,863,394.6666667,10/6/2016 9:00,0.415744935
BHMBCCSNH01,863,435.3333333,10/6/2016 9:30,0.458583517
BHMBCCSNH01,863,521.5,10/6/2016 10:00,0.549352154
BHMBCCSNH01,863,646.5,10/6/2016 10:30,0.681028126
BHMBCCSNH01,863,678.5,10/6/2016 11:00,0.714737175
BHMBCCSNH01,863,694,10/6/2016 11:30,0.731064995
BHMBCCSNH01,863,699,10/6/2016 12:00,0.736332034
BHMBCCSNH01,863,701.5,10/6/2016 12:30,0.738965553
BHMBCCSNH01,863,688,10/6/2016 13:00,0.724744549
BHMBCCSNH01,863,681,10/6/2016 13:30,0.717370694
BHMBCCSNH01,863,661.5,10/6/2016 14:00,0.696829243
BHMBCCSNH01,863,630.3333333,10/6/2016 14:30,0.663998034
BHMBCCSNH01,863,613.6666667,10/6/2016 15:00,0.646441237
BHMBCCSNH01,863,574.5,10/6/2016 15:30,0.605182766
BHMBCCSNH01,863,523.5,10/6/2016 16:00,0.55145897
BHMBCCSNH01,863,347.6666667,10/6/2016 16:30,0.36623477
BHMBCCSNH01,863,255.3333333,10/7/2016 8:00,0.268970118
BHMBCCSNH01,863,270.6666667,10/7/2016 8:30,0.285122371
BHMBCCSNH01,863,314.3333333,10/7/2016 9:00,0.331121177
BHMBCCSNH01,863,401.5,10/7/2016 9:30,0.422943221
BHMBCCSNH01,863,533.5,10/7/2016 10:00,0.561993048
BHMBCCSNH01,863,565,10/7/2016 10:30,0.595175393
BHMBCCSNH01,863,585.5,10/7/2016 11:00,0.616770252
BHMBCCSNH01,863,599.6666667,10/7/2016 11:30,0.631693528
BHMBCCSNH01,863,603.3333333,10/7/2016 12:00,0.635556024
BHMBCCSNH01,863,609.5,10/7/2016 12:30,0.642052038
BHMBCCSNH01,863,611,10/7/2016 13:00,0.64363215
BHMBCCSNH01,863,589.6666667,10/7/2016 13:30,0.621159451
BHMBCCSNH01,863,581.3333333,10/7/2016 14:00,0.612381053
BHMBCCSNH01,863,534.6666667,10/7/2016 14:30,0.563222023
BHMBCCSNH01,863,513.3333333,10/7/2016 15:00,0.540749324
BHMBCCSNH01,863,477,10/7/2016 15:30,0.502475509
BHMBCCSNH01,863,403,10/7/2016 16:00,0.424523333
BHMBCCSNH01,863,220.5,10/7/2016 16:30,0.232276414
BHMBCCSNH01,863,79,10/8/2016 8:00,0.083219214
BHMBCCSNH01,863,90.5,10/8/2016 8:30,0.095333404
BHMBCCSNH01,863,109.6666667,10/8/2016 9:00,0.115523719
BHMBCCSNH01,863,122.3333333,10/8/2016 9:30,0.128866885
BHMBCCSNH01,863,161.5,10/8/2016 10:00,0.170125356
BHMBCCSNH01,863,227.5,10/8/2016 10:30,0.239650268
BHMBCCSNH01,863,261.5,10/8/2016 11:00,0.275466133
BHMBCCSNH01,863,301.3333333,10/8/2016 11:30,0.317426876
BHMBCCSNH01,863,318.6666667,10/8/2016 12:00,0.335685944
BHMBCCSNH01,863,352,10/8/2016 12:30,0.370799536
BHMBCCSNH01,863,386.5,10/8/2016 13:00,0.407142105
BHMBCCSNH01,863,407.3333333,10/8/2016 13:30,0.4290881
BHMBCCSNH01,863,409.6666667,10/8/2016 14:00,0.431546052
BHMBCCSNH01,863,426.5,10/8/2016 14:30,0.449278416
BHMBCCSNH01,863,417.6666667,10/8/2016 15:00,0.439973314
BHMBCCSNH01,863,417.3333333,10/8/2016 15:30,0.439622178
BHMBCCSNH01,863,395,10/8/2016 16:00,0.416096071
BHMBCCSNH01,863,240,10/8/2016 16:30,0.252817866
BHMBCCSNH01,863,154,10/9/2016 8:00,0.162224797
BHMBCCSNH01,863,78,10/9/2016 8:30,0.082165806
BHMBCCSNH01,863,82,10/9/2016 9:00,0.086379438
BHMBCCSNH01,863,92,10/9/2016 9:30,0.096913515
BHMBCCSNH01,863,130.5,10/9/2016 10:00,0.137469715
BHMBCCSNH01,863,162.3333333,10/9/2016 10:30,0.171003195
BHMBCCSNH01,863,175.6666667,10/9/2016 11:00,0.185048632
BHMBCCSNH01,863,230,10/9/2016 11:30,0.242283788
BHMBCCSNH01,863,257.6666667,10/9/2016 12:00,0.27142807
BHMBCCSNH01,863,267.3333333,10/9/2016 12:30,0.281611011
BHMBCCSNH01,863,283.5,10/9/2016 13:00,0.298641104
BHMBCCSNH01,863,302.6666667,10/9/2016 13:30,0.318831419
BHMBCCSNH01,863,310.3333333,10/9/2016 14:00,0.326907546
BHMBCCSNH01,863,328.6666667,10/9/2016 14:30,0.346220022
BHMBCCSNH01,863,322.3333333,10/9/2016 15:00,0.339548439
BHMBCCSNH01,863,302.5,10/9/2016 15:30,0.318655852
BHMBCCSNH01,863,272.5,10/9/2016 16:00,0.287053619
BHMBCCSNH01,863,207.3333333,10/9/2016 16:30,0.218406545
BHMBCCSNH01,863,192.6666667,10/10/2016 8:00,0.202956565
BHMBCCSNH01,863,286.6666667,10/10/2016 8:30,0.301976896
BHMBCCSNH01,863,323.3333333,10/10/2016 9:00,0.340601847
BHMBCCSNH01,863,403,10/10/2016 9:30,0.424523333
BHMBCCSNH01,863,509,10/10/2016 10:00,0.536184557
BHMBCCSNH01,863,635,10/10/2016 10:30,0.668913937
BHMBCCSNH01,863,658,10/10/2016 11:00,0.693142316
BHMBCCSNH01,863,671,10/10/2016 11:30,0.706836617
BHMBCCSNH01,863,680.6666667,10/10/2016 12:00,0.717019558
BHMBCCSNH01,863,685.3333333,10/10/2016 12:30,0.721935461
BHMBCCSNH01,863,686,10/10/2016 13:00,0.722637733
BHMBCCSNH01,863,661.3333333,10/10/2016 13:30,0.696653674
BHMBCCSNH01,863,660.6666667,10/10/2016 14:00,0.695951403
BHMBCCSNH01,863,630.5,10/10/2016 14:30,0.664173601
BHMBCCSNH01,863,600.3333333,10/10/2016 15:00,0.6323958
BHMBCCSNH01,863,582.6666667,10/10/2016 15:30,0.613785596
BHMBCCSNH01,863,495.5,10/10/2016 16:00,0.521963552
BHMBCCSNH01,863,364.3333333,10/10/2016 16:30,0.383791566
BHMBCCSNH01,863,282.6666667,10/11/2016 8:00,0.297763264
BHMBCCSNH01,863,316,10/11/2016 8:30,0.332876857
BHMBCCSNH01,863,409.6666667,10/11/2016 9:00,0.431546051
BHMBCCSNH01,863,462.3333333,10/11/2016 9:30,0.487025528
BHMBCCSNH01,863,659,10/11/2016 10:00,0.694195723
BHMBCCSNH01,863,703,10/11/2016 10:30,0.740545665
BHMBCCSNH01,863,722.5,10/11/2016 11:00,0.761087116
BHMBCCSNH01,863,728.6666667,10/11/2016 11:30,0.767583131
BHMBCCSNH01,863,728.3333333,10/11/2016 12:00,0.767231996
BHMBCCSNH01,863,725,10/11/2016 12:30,0.763720637
BHMBCCSNH01,863,720,10/11/2016 13:00,0.758453598
BHMBCCSNH01,863,715.5,10/11/2016 13:30,0.753713263
BHMBCCSNH01,863,703,10/11/2016 14:00,0.740545665
BHMBCCSNH01,863,642.6666667,10/11/2016 14:30,0.676990063
BHMBCCSNH01,863,627.3333333,10/11/2016 15:00,0.66083781
BHMBCCSNH01,863,580,10/11/2016 15:30,0.610976509
BHMBCCSNH01,863,525.5,10/11/2016 16:00,0.553565785
BHMBCCSNH01,863,372.3333333,10/11/2016 16:30,0.392218828
BHMBCCSNH01,863,294.6666667,10/12/2016 8:00,0.310404157
BHMBCCSNH01,863,267,10/12/2016 8:30,0.281259876
BHMBCCSNH01,863,375,10/12/2016 9:00,0.395027915
BHMBCCSNH01,863,552.6666667,10/12/2016 9:30,0.582183363
BHMBCCSNH01,863,585.3333333,10/12/2016 10:00,0.616594684
BHMBCCSNH01,863,644,10/12/2016 10:30,0.678394606
BHMBCCSNH01,863,681.5,10/12/2016 11:00,0.717897398
BHMBCCSNH01,863,694,10/12/2016 11:30,0.731064995
BHMBCCSNH01,863,698.5,10/12/2016 12:00,0.73580533
BHMBCCSNH01,863,701.5,10/12/2016 12:30,0.738965553
BHMBCCSNH01,863,702.5,10/12/2016 13:00,0.740018961
BHMBCCSNH01,863,704,10/12/2016 13:30,0.741599073
BHMBCCSNH01,863,702,10/12/2016 14:00,0.739492258
BHMBCCSNH01,863,682.5,10/12/2016 14:30,0.718950806
BHMBCCSNH01,863,657.5,10/12/2016 15:00,0.692615612
BHMBCCSNH01,863,634.5,10/12/2016 15:30,0.668387233
BHMBCCSNH01,863,545.6666667,10/12/2016 16:00,0.574809509
BHMBCCSNH01,863,520.3333333,10/12/2016 16:30,0.548123178
BHMBCCSNH01,863,241,10/13/2016 8:00,0.253871273
BHMBCCSNH01,863,280,10/13/2016 8:30,0.294954177
BHMBCCSNH01,863,374,10/13/2016 9:00,0.393974507
BHMBCCSNH01,863,477.5,10/13/2016 9:30,0.503002212
BHMBCCSNH01,863,631,10/13/2016 10:00,0.664700305
BHMBCCSNH01,863,653,10/13/2016 10:30,0.687875277
BHMBCCSNH01,863,697,10/13/2016 11:00,0.734225219
BHMBCCSNH01,863,718,10/13/2016 11:30,0.756346782
BHMBCCSNH01,863,716.6666667,10/13/2016 12:00,0.754942238
BHMBCCSNH01,863,719.3333333,10/13/2016 12:30,0.757751326
BHMBCCSNH01,863,713.5,10/13/2016 13:00,0.751606447
BHMBCCSNH01,863,708.5,10/13/2016 13:30,0.746339408
BHMBCCSNH01,863,702.3333333,10/13/2016 14:00,0.739843393
BHMBCCSNH01,863,693.6666667,10/13/2016 14:30,0.730713859
BHMBCCSNH01,863,655,10/13/2016 15:00,0.689982092
BHMBCCSNH01,863,605,10/13/2016 15:30,0.637311704
BHMBCCSNH01,863,561,10/13/2016 16:00,0.590961762
BHMBCCSNH01,863,503,10/13/2016 16:30,0.529864111
BHMBCCSNH01,863,338,10/14/2016 8:00,0.356051828
BHMBCCSNH01,863,304.3333333,10/14/2016 8:30,0.320587099
BHMBCCSNH01,863,341.6666667,10/14/2016 9:00,0.359914323
BHMBCCSNH01,863,499,10/14/2016 9:30,0.525650479
BHMBCCSNH01,863,530,10/14/2016 10:00,0.55830612
BHMBCCSNH01,863,597.3333333,10/14/2016 10:30,0.629235577
BHMBCCSNH01,863,606.6666667,10/14/2016 11:00,0.639067383
BHMBCCSNH01,863,619.6666667,10/14/2016 11:30,0.652761684
BHMBCCSNH01,863,616.3333333,10/14/2016 12:00,0.649250325
BHMBCCSNH01,863,618,10/14/2016 12:30,0.651006005
BHMBCCSNH01,863,619,10/14/2016 13:00,0.652059412
BHMBCCSNH01,863,616.6666667,10/14/2016 13:30,0.649601461
BHMBCCSNH01,863,609.3333333,10/14/2016 14:00,0.64187647
BHMBCCSNH01,863,587.5,10/14/2016 14:30,0.618877067
BHMBCCSNH01,863,554,10/14/2016 15:00,0.583587907
BHMBCCSNH01,863,465,10/14/2016 15:30,0.489834615
BHMBCCSNH01,863,446,10/14/2016 16:00,0.469819868
BHMBCCSNH01,863,401.5,10/14/2016 16:30,0.422943221
BHMBCCSNH01,863,239,10/15/2016 8:00,0.251764458
BHMBCCSNH01,863,107.5,10/15/2016 8:30,0.113241336
BHMBCCSNH01,863,119,10/15/2016 9:00,0.125355525
BHMBCCSNH01,863,174,10/15/2016 9:30,0.183292953
BHMBCCSNH01,863,193,10/15/2016 10:00,0.2033077
BHMBCCSNH01,863,258,10/15/2016 10:30,0.271779205
BHMBCCSNH01,863,270,10/15/2016 11:00,0.284420099
BHMBCCSNH01,863,336.6666667,10/15/2016 11:30,0.354647284
BHMBCCSNH01,863,353.3333333,10/15/2016 12:00,0.37220408
